#Jellyfish(all)100702.txt
#http://forum.enjoysudoku.com/a-pure-jellyfish-collection-t5776.html
#Puzzle,Label,Score,JF>=
..........12..3..4.35..6..2....7..5....4..6...81..5..3....5.9.....1...6..68..4..1,W4-JPF-1206,3,2
..........12..3..4.56..4..2....1..6....7..8...25..6..9....5.4.....3...9..69..2..1,W4-JPF-1207,3,2
..........12..3..4.45..1..6....7..8....5..9...53..6..2....1.4.....6...2..38..4..5,W4-JPF-1209,3,1
..........12..3..4.53..2..6....7..8....1..9...28..6..1....3.6.....5...1..84..1..2,W4-JPF-1210,3,1
..........12..3..4.56..2..3....4..6....1..7...73..6..2....8.9.....3...5..45..1..6,W4-JPF-1212,8,2
..........12..3..4.45..6..3....3..1....7..8...94..5..2....1.9.....5...6..53..4..1,W4-JPF-1214,8,2
..........12..3..4.54..6..3....1..4....4..2...76..2..1....2.1.....8...9..35..4..2,W4-JPF-1216,3,2
..........12..3..4.53..6..1....1..2....7..5...48..2..3....4.6.....9...8..24..1..5,W4-JPF-1218,3,2
..........12..3..4.35..4..6....1..7....5..8...26..8..1....9.5.....3...8..68..5..2,W4-JPF-1221,3,2
..........12..3..4.35..2..6....7..6....5..8...61..4..5....2.5.....9...3..46..5..1,W4-JPF-1223,3,3
..........12..3..4.45..6..7....3..2....5..4...37..1..5....2.8.....9...3..71..5..2,W4-JPF-1226,3,1
..........12..3..4.53..4..6....7..8....2..1...96..1..3....6.9.....4...2..31..2..5,W4-JPF-1227,8,2
..........12..3..4.45..6..7....8..2....7..9...64..2..5....2.1.....5...7..76..4..2,W4-JPF-1229,3,1
..........12..3..4.56..2..7....2..6....5..8...37..6..1....9.1.....7...4..63..1..5,W4-JPF-1231,3,1
..........12..3..4.56..4..1....7..6....5..8...31..6..5....2.3.....4...9..25..1..6,W4-JPF-1232,3,1
..........12..3..4.54..1..6....6..7....8..5...73..5..2....3.1.....9...3..27..4..5,W4-JPF-1233,4,1
..........12..3..4.54..6..3....2..7....8..6...31..5..2....1.3.....5...2..69..4..1,W4-JPF-1236,3,2
..........12..3..4.53..2..6....7..8....1..9...38..6..1....2.6.....5...1..84..1..3,W4-JPF-1238,3,1
..........12..3..4.56..4..1....7..8....4..6...63..8..2....2.5.....9...1..84..1..6,W4-JPF-1239,3,2
..........12..3..4.45..6..3....3..6....1..7...84..2..1....9.5.....8...2..63..4..8,W4-JPF-1245,4,1
..........12..3..4.56..1..7....1..2....8..5...43..2..6....4.7.....9...3..24..7..5,W4-JPF-1246,3,1
..........12..3..4.54..2..6....7..8....5..1...36..9..5....9.3.....6...4..65..1..9,W4-JPF-1248,3,2
..........12..3..4.54..2..1....3..6....1..7...83..4..9....2.3.....8...1..48..9..5,W4-JPF-1249,3,2
..........12..3..4.54..1..2....3..6....2..7...83..4..9....1.3.....8...2..48..9..5,W4-JPF-1250,3,2
..........12..3..4.35..4..6....3..2....5..7...26..8..3....9.5.....6...4..48..5..2,W4-JPF-1251,3,1
..........12..3..4.56..1..7....4..1....8..9...43..5..6....5.7.....2...6..31..4..2,W4-JPF-1254,8,2
..........12..3..4.53..6..7....7..3....2..8...76..1..2....9.3.....4...2..37..2..6,W4-JPF-1255,3,1
..........12..3..4.53..6..7....7..3....2..8...76..1..2....9.3.....4...1..37..2..6,W4-JPF-1256,3,1
..........12..3..4.53..4..6....7..4....2..6...48..1..2....9.4.....8...3..31..6..5,W4-JPF-1259,3,2
..........12..3..4.35..1..6....7..6....4..8...61..5..2....5.2.....9...4..46..2..3,W4-JPF-1261,8,3
..........12..3..4.35..1..6....7..6....6..8...61..5..2....1.2.....9...4..46..2..3,W4-JPF-1262,3,3
..........12..3..4.35..1..6....7..6....6..8...61..5..2....5.2.....9...4..46..2..3,W4-JPF-1263,3,3
..........12..3..4.56..4..7....1..8....5..2...27..6..1....9.5.....3...7..74..5..6,W4-JPF-1265,3,1
..........12..3..4.35..6..7....7..1....3..5...64..1..2....8.9.....4...6..43..5..1,W4-JPF-1268,3,2
..........12..3..4.35..4..6....7..2....6..1...63..1..5....8.4.....2...9..41..5..2,W4-JPF-1269,4,1
..........12..3..4.35..6..7....4..5....1..8...47..2..1....9.1.....3...2..73..4..5,W4-JPF-1273,8,2
..........12..3..4.45..1..6....7..2....6..8...31..2..5....3.1.....9...3..83..4..2,W4-JPF-1277,8,2
..........12..3..4.56..1..3....2..7....8..1...31..5..2....1.6.....5...4..94..6..5,W4-JPF-1278,3,2
..........12..3..4.56..1..3....7..4....3..1...45..2..6....2.5.....8...9..31..5..2,W4-JPF-1279,4,2
..........12..3..4.56..2..7....7..2....2..5...43..5..6....5.8.....9...3..24..7..1,W4-JPF-1280,3,2
..........12..3..4.54..6..1....3..6....6..1...31..2..5....7.8.....2...9..83..5..6,W4-JPF-1281,3,2
..........12..3..4.54..1..6....6..7....2..1...31..4..2....1.2.....8...9..63..2..5,W4-JPF-1284,3,3
..........12..3..4.56..2..7....7..2....2..5...35..6..1....8.1.....6...9..43..1..2,W4-JPF-1292,3,2
..........12..3..4.45..6..2....4..1....5..7...36..1..5....8.3.....3...9..23..4..1,W4-JPF-1294,8,2
..........12..3..4.35..2..6....7..5....3..8...46..5..3....5.6.....6...9..24..1..5,W4-JPF-1295,3,3
..........12..3..4.45..6..7....6..3....1..8...26..7..1....7.4.....9...1..63..4..5,W4-JPF-1301,3,2
..........12..3..4.45..6..3....5..1....2..7...24..7..5....8.6.....1...9..76..5..1,W4-JPF-1302,3,1
..........12..3..4.54..6..2....7..4....6..8...35..4..1....2.1.....4...9..93..1..6,W4-JPF-1304,8,2
..........12..3..4.45..6..2....3..6....6..4...34..5..1....7.8.....5...9..83..1..6,W4-JPF-1305,3,2
..........12..3..4.45..6..7....7..8....2..3...34..1..2....4.5.....9...6..73..2..1,W4-JPF-1308,4,1
..........12..3..4.35..1..6....7..6....4..8...63..5..2....5.2.....9...4..46..2..1,W4-JPF-1309,8,3
..........12..3..4.35..1..6....7..6....6..8...63..5..2....3.2.....9...4..46..2..1,W4-JPF-1310,3,3
..........12..3..4.35..1..6....7..6....6..8...63..5..2....5.2.....9...4..46..2..1,W4-JPF-1311,3,3
..........12..3..4.45..6..3....1..6....5..2...76..2..5....8.5.....4...9..34..5..2,W4-JPF-1313,3,2
..........12..3..4.56..2..7....7..4....8..5...43..5..6....9.1.....6...3..24..7..5,W4-JPF-1317,3,1
..........12..3..4.56..7..2....3..6....5..2...34..6..1....1.8.....6...9..23..5..7,W4-JPF-1318,3,2
..........12..3..4.56..7..3....3..2....6..3...47..2..1....4.6.....8...9..75..6..2,W4-JPF-1325,3,2
..........12..3..4.56..4..7....1..8....6..2...27..5..1....9.6.....3...7..74..6..5,W4-JPF-1326,3,1
..........12..3..4.56..2..7....5..6....2..7...34..6..1....8.3.....9...5..45..1..2,W4-JPF-1327,3,2
..........12..3..4.56..1..3....2..6....3..5...75..6..2....5.8.....9...7..31..4..5,W4-JPF-1334,3,1
..........12..3..4.56..4..1....4..1....7..8...34..2..7....6.9.....2...3..71..5..2,W4-JPF-1338,3,1
..........12..3..4.56..1..3....5..7....8..5...43..7..2....2.1.....9...2..74..6..5,W4-JPF-1339,3,2
..........12..3..4.35..4..6....3..1....5..7...63..8..5....9.3.....4...2..84..5..1,W4-JPF-1340,3,1
..........12..3..4.35..4..6....3..2....5..7...63..8..5....9.3.....4...1..84..5..2,W4-JPF-1341,3,1
..........12..3..4.45..6..3....7..6....5..2...34..1..5....1.5.....8...3..61..5..9,W4-JPF-1342,3,2
..........12..3..4.54..2..6....4..6....2..1...71..6..3....8.5.....6...9..37..5..2,W4-JPF-1343,3,2
..........12..3..4.54..2..6....7..8....4..1...63..9..5....6.5.....1...3..31..5..9,W4-JPF-1344,3,2
..........12..3..4.54..6..3....2..6....6..7...31..5..8....5.9.....1...2..86..2..5,W4-JPF-1345,3,1
..........12..3..4.54..6..3....1..6....7..8...31..5..9....5.1.....9...3..76..2..5,W4-JPF-1347,8,1
..........12..3..4.35..2..6....1..5....3..6...74..5..3....7.8.....4...9..27..6..5,W4-JPF-1349,3,2
..........12..3..4.56..2..7....4..2....8..6...64..1..8....9.5.....7...6..43..8..2,W4-JPF-1352,3,1
..........12..3..4.56..2..3....3..7....5..4...31..6..5....6.3.....1...8..25..4..6,W4-JPF-1353,4,1
..........12..3..4.35..4..6....1..7....4..2...28..6..1....9.3.....3...1..46..5..2,W4-JPF-1354,3,2
..........12..3..4.35..4..6....1..7....5..2...28..6..1....9.5.....6...3..43..5..8,W4-JPF-1355,3,2
..........12..3..4.45..6..2....7..4....6..8...39..4..1....2.1.....4...9..53..9..6,W4-JPF-1356,8,2
..........12..3..4.45..6..2....3..1....5..7...64..1..5....4.5.....8...9..76..5..3,W4-JPF-1358,8,2
..........12..3..4.56..2..3....7..3....5..8...34..6..5....6.3.....4...9..25..1..6,W4-JPF-1362,8,3
..........12..3..4.45..1..6....7..6....1..4...36..2..5....2.8.....9...3..61..5..2,W4-JPF-1366,4,1
..........12..3..4.56..2..7....1..8....6..2...34..7..1....5.6.....9...7..23..6..5,W4-JPF-1368,4,1
..........12..3..4.45..1..6....7..2....4..1...36..2..5....8.5.....6...3..64..5..2,W4-JPF-1369,3,2
..........12..3..4.56..7..1....6..5....1..7...43..2..6....8.9.....4...3..35..6..2,W4-JPF-1373,4,1
..........12..3..4.56..1..7....6..2....7..1...31..2..6....8.5.....9...4..73..6..2,W4-JPF-1374,3,1
..........12..3..4.56..1..3....7..6....1..8...84..6..5....2.1.....9...8..25..8..6,W4-JPF-1376,3,1
..........12..3..4.56..7..2....2..5....8..9...34..5..1....4.1.....3...6..63..1..7,W4-JPF-1377,3,1
..........12..3..4.45..6..7....8..4....6..9...37..4..1....2.1.....4...7..53..1..6,W4-JPF-1378,8,2
..........12..3..4.45..6..7....8..4....6..9...37..4..1....2.1.....4...5..53..1..6,W4-JPF-1379,4,1
..........12..3..4.45..6..2....7..4....6..8...39..4..1....2.1.....4...9..53..1..6,W4-JPF-1380,8,2
..........12..3..4.45..6..2....7..4....6..8...39..4..1....2.1.....4...5..53..1..6,W4-JPF-1381,4,1
..........12..3..4.54..6..3....1..4....7..8...46..2..9....2.9.....3...5..31..9..2,W4-JPF-1382,3,2
..........12..3..4.53..6..2....1..5....4..7...84..5..1....9.5.....2...3..28..1..6,W4-JPF-1383,4,1
..........12..3..4.54..6..7....7..4....6..8...31..8..2....1.9.....4...5..73..2..6,W4-JPF-1385,8,1
..........12..3..4.56..2..7....4..1....5..6...64..7..5....8.9.....2...6..43..5..1,W4-JPF-1389,3,2
..........12..3..4.56..2..7....8..9....3..5...35..7..1....7.6.....4...1..43..6..2,W4-JPF-1393,3,1
..........12..3..4.56..4..2....6..7....2..1...34..7..6....8.9.....4...3..25..6..7,W4-JPF-1394,4,1
..........12..3..4.45..6..2....1..7....8..5...61..4..8....2.4.....5...3..86..9..5,W4-JPF-1395,3,1
..........12..3..4.35..6..2....3..4....7..2...48..1..6....5.6.....9...2..54..8..1,W4-JPF-1396,3,1
..........12..3..4.56..2..3....7..8....6..2...73..1..5....9.1.....4...5..21..6..7,W4-JPF-1397,4,1
..........12..3..4.35..1..6....2..7....5..3...86..4..2....9.4.....8...2..63..5..1,W4-JPF-1398,4,1
..........12..3..4.53..6..2....4..3....3..7...84..1..6....9.6.....6...2..38..2..5,W4-JPF-1399,3,2
..........12..3..4.53..6..7....8..3....2..9...74..1..6....4.6.....6...2..37..2..5,W4-JPF-1400,3,1
..........12..3..4.53..6..7....8..3....2..9...74..1..6....5.6.....6...2..37..2..5,W4-JPF-1401,3,1
..........12..3..4.53..1..6....4..1....6..5...75..2..3....1.7.....8...9..67..4..2,W4-JPF-1403,3,1
..........12..3..4.56..2..7....4..3....5..6...67..1..5....8.9.....2...6..73..4..1,W4-JPF-1404,3,2
..........12..3..4.45..1..6....2..7....1..4...36..7..5....8.1.....9...3..61..5..2,W4-JPF-1405,3,2
..........12..3..4.35..2..1....5..6....3..1...64..7..3....6.8.....4...9..26..1..7,W4-JPF-1406,3,2
..........12..3..4.56..2..3....4..1....5..6...63..7..5....8.9.....2...6..41..5..7,W4-JPF-1407,3,2
..........12..3..4.56..4..7....6..2....3..1...34..7..6....4.6.....8...9..71..6..2,W4-JPF-1409,3,2
..........12..3..4.56..1..7....8..9....3..1...34..2..5....2.5.....1...2..73..4..1,W4-JPF-1410,3,1
..........12..3..4.56..7..3....5..6....1..2...23..6..7....8.9.....3...5..45..1..6,W4-JPF-1411,7,2
..........12..3..4.45..6..7....6..2....5..4...37..2..6....2.8.....9...3..76..1..5,W4-JPF-1412,3,2
..........12..3..4.45..6..7....3..1....5..4...37..2..6....7.8.....9...3..76..5..2,W4-JPF-1416,4,1
..........12..3..4.45..6..7....6..1....5..4...37..1..6....2.8.....9...3..76..5..2,W4-JPF-1417,3,2
..........12..3..4.54..1..6....4..2....1..6...76..2..3....8.5.....2...9..37..5..1,W4-JPF-1419,3,2
..........12..3..4.56..7..3....4..6....5..8...37..6..5....1.5.....4...9..24..5..7,W4-JPF-1420,3,1
..........12..3..4.35..1..6....5..7....2..3...68..4..5....9.4.....1...5..84..2..1,W4-JPF-1423,3,2
..........12..3..4.35..1..6....2..7....5..3...48..6..2....9.6.....1...2..86..5..1,W4-JPF-1424,3,2
..........12..3..4.56..7..8....8..6....2..3...34..6..2....1.9.....6...2..83..4..5,W4-JPF-1425,3,1
..........12..3..4.56..4..7....7..4....8..9...35..6..1....6.3.....2...7..47..5..6,W4-JPF-1427,3,1
..........12..3..4.56..4..7....2..6....7..8...23..5..1....5.9.....4...3..74..6..5,W4-JPF-1429,4,1
..........12..3..4.54..6..7....8..7....6..3...76..4..2....9.2.....7...5..63..2..1,W4-JPF-1430,4,2
..........12..3..4.56..4..7....7..4....8..5...35..6..1....6.3.....2...1..47..5..6,W4-JPF-1431,3,1
..........12..3..4.56..1..7....4..2....5..3...74..2..5....7.5.....8...9..43..5..1,W4-JPF-1432,4,1
..........12..3..4.56..4..7....8..9....2..3...71..6..2....6.2.....5...4..43..2..1,W4-JPF-1433,3,1
..........12..3..4.45..6..7....1..2....5..4...37..2..6....6.8.....9...3..76..5..1,W4-JPF-1434,3,2
..........12..3..4.45..6..7....1..2....8..4...37..2..5....9.6.....2...3..76..5..2,W4-JPF-1435,3,1
..........12..3..4.56..7..3....5..7....4..8...74..1..2....9.7.....5...2..63..2..5,W4-JPF-1436,3,2
..........12..3..4.56..7..3....8..7....2..6...74..1..2....9.7.....4...2..31..6..5,W4-JPF-1437,3,2
..........12..3..4.56..7..8....9..4....1..3...74..6..2....7.2.....5...7..43..2..1,W4-JPF-1438,3,1
..........12..3..4.56..4..7....2..4....6..1...74..5..6....8.6.....7...9..35..6..2,W4-JPF-1442,3,2
..........12..3..4.56..1..7....7..8....5..3...47..6..5....6.2.....9...5..73..4..1,W4-JPF-1444,4,2
..........12..3..4.56..4..7....3..2....7..5...35..2..6....6.8.....9...3..47..1..2,W4-JPF-1446,3,2
..........12..3..4.56..4..7....5..6....2..8...37..6..1....4.9.....7...3..45..1..2,W4-JPF-1449,3,2
..........12..3..4.45..2..6....7..4....2..8...36..4..1....5.1.....4...9..93..1..2,W4-JPF-1452,4,1
..........12..3..4.56..7..3....3..5....7..8...74..5..2....6.5.....1...9..35..2..1,W4-JPF-1456,3,1
..........12..3..4.56..4..7....1..8....7..2...27..5..1....9.6.....3...1..34..6..5,W4-JPF-1463,8,2
..........12..3..4.56..4..7....8..6....5..9...34..6..5....4.5.....6...7..73..5..2,W4-JPF-1464,3,2
..........12..3..4.45..6..7....8..2....6..9...63..2..5....2.3.....7...1..76..4..2,W4-JPF-1466,3,1
..........12..3..4.56..4..7....7..4....8..9...39..6..5....6.3.....2...5..47..5..1,W4-JPF-1467,7,1
..........12..3..4.56..7..8....1..9....8..5...73..2..6....2.4.....7...3..87..5..2,W4-JPF-1468,3,1
..........12..3..4.56..7..3....4..2....1..5...27..5..6....5.8.....9...7..64..2..5,W4-JPF-1470,3,1
..........12..3..4.56..2..7....8..7....6..1...34..5..6....5.3.....2...9..47..1..5,W4-JPF-1471,4,1
..........12..3..4.56..7..3....8..9....5..1...31..6..5....6.5.....4...7..25..1..6,W4-JPF-1475,8,2
..........12..3..4.45..2..6....6..7....5..3...68..4..5....9.5.....6...8..83..5..2,W4-JPF-1478,4,1
..........12..3..4.54..2..6....7..2....6..8...36..1..5....9.5.....2...4..83..4..1,W4-JPF-1479,3,1
..........12..3..4.56..4..7....7..4....8..1...21..6..5....6.2.....9...5..74..5..1,W4-JPF-1481,4,1
..........12..3..4.56..2..7....7..5....4..8...94..5..1....3.1.....7...6..79..1..2,W4-JPF-1487,3,1
..........12..3..4.56..2..7....8..7....5..6...34..6..5....6.3.....2...9..47..1..6,W4-JPF-1490,4,1
..........12..3..4.56..7..1....1..2....8..5...43..2..6....4.7.....9...3..74..1..5,W4-JPF-1494,8,2
..........12..3..4.56..7..3....1..8....6..7...34..5..1....9.6.....4...3..75..6..2,W4-JPF-1497,3,1
..........12..3..4.56..4..7....4..2....3..8...67..5..1....9.3.....5...6..43..1..5,W4-JPF-1498,4,1
..........12..3..4.35..6..7....7..6....3..8...64..1..5....9.6.....4...2..47..2..3,W4-JPF-1499,3,2
..........12..3..4.53..6..7....4..1....3..2...76..2..5....7.8.....9...6..47..1..2,W4-JPF-1500,3,1
..........12..3..4.56..4..7....5..2....6..1...31..2..6....8.5.....7...9..67..5..2,W4-JPF-1502,3,1
..........12..3..4.56..2..7....2..6....5..4...34..6..5....1.8.....4...9..73..5..2,W4-JPF-1504,3,1
..........12..3..4.56..1..7....2..6....5..7...34..6..1....1.8.....9...4..73..5..6,W4-JPF-1505,8,2
..........12..3..4.56..7..3....1..2....7..6...47..2..5....8.7.....5...9..35..6..2,W4-JPF-1507,3,2
..........12..3..4.56..1..2....2..7....8..5...43..5..6....4.1.....9...3..74..6..5,W4-JPF-1508,8,2
..........12..3..4.56..7..8....9..6....4..8...38..6..7....6.2.....3...5..43..5..1,W4-JPF-1514,3,1
..........12..3..4.56..7..8....8..6....7..9...43..5..2....5.1.....4...3..38..6..5,W4-JPF-1515,8,1
..........12..3..4.56..4..7....6..2....7..3...43..2..5....2.8.....9...6..75..6..2,W4-JPF-1517,3,1
..........12..3..4.56..1..7....2..8....7..5...43..5..2....7.3.....9...2..74..6..5,W4-JPF-1518,4,1
..........12..3..4.56..7..2....2..7....8..5...34..1..6....4.2.....9...3..47..6..1,W4-JPF-1520,3,1
..........12..3..4.54..1..6....4..7....8..5...73..5..2....6.1.....9...3..67..4..5,W4-JPF-1521,8,2
..........12..3..4.45..2..6....7..5....2..8...36..5..1....4.1.....6...4..93..1..2,W4-JPF-1524,3,2
..........12..3..4.45..2..6....7..5....2..4...38..5..1....9.1.....5...8..63..1..2,W4-JPF-1525,8,2
..........12..3..4.56..7..1....8..1....4..9...34..2..5....1.5.....2...7..93..5..6,W4-JPF-1526,3,1
..........12..3..4.56..7..1....8..1....4..9...34..2..5....1.5.....7...2..93..5..6,W4-JPF-1527,3,1
..........12..3..4.35..6..7....8..5....6..1...74..5..3....3.9.....4...2..67..1..5,W4-JPF-1530,4,1
..........12..3..4.35..6..2....4..2....3..1...74..5..3....5.7.....4...8..67..1..5,W4-JPF-1532,3,1
..........12..3..4.45..1..6....7..2....6..4...83..2..5....3.8.....9...3..36..8..1,W4-JPF-1535,8,2
..........12..3..4.56..4..7....2..8....3..4...31..7..2....6.2.....9...5..64..5..1,W4-JPF-1536,3,1
..........12..3..4.45..6..7....2..8....1..3...63..5..2....5.2.....9...6..37..4..1,W4-JPF-1537,3,1
..........12..3..4.43..2..5....4..1....2..6...31..5..2....7.4.....8...2..74..6..3,W4-JPF-1541,7,1
..........12..3..4.43..5..6....4..7....8..5...71..2..3....2.4.....9...6..34..1..7,W4-JPF-1542,3,2
..........12..3..4.43..2..5....6..7....1..8...28..5..1....5.4.....3...1..71..4..2,W4-JPF-1543,3,1
..........12..3..4.43..2..5....6..7....8..1...21..5..8....2.4.....3...9..98..4..2,W4-JPF-1546,8,2
..........12..3..4.43..2..5....6..7....8..1...31..5..8....3.4.....2...9..98..4..3,W4-JPF-1547,8,2
..........12..3..4.43..2..5....6..7....4..8...25..7..3....5.4.....3...1..97..4..2,W4-JPF-1548,4,1
..........12..3..4.43..2..5....6..7....4..8...35..7..2....5.4.....2...1..97..4..3,W4-JPF-1549,4,1
..........12..3..4.34..1..5....6..5....1..3...57..4..2....4.2.....8...9..63..7..1,W4-JPF-1551,3,1
..........12..3..4.53..2..1....6..7....1..8...34..7..5....7.4.....4...9..25..1..7,W4-JPF-1553,3,3
..........12..3..4.35..1..2....4..6....7..3...51..2..8....3.5.....2...9..84..5..6,W4-JPF-1554,3,1
..........12..3..4.43..2..5....6..7....2..8...95..7..1....9.1.....5...4..34..1..2,W4-JPF-1556,8,2
..........12..3..4.35..1..2....6..5....1..4...74..5..3....5.8.....9...7..21..7..5,W4-JPF-1558,3,2
..........12..3..4.43..2..5....6..7....8..9...35..7..6....5.2.....6...1..67..1..3,W4-JPF-1563,3,1
..........12..3..4.53..2..1....4..1....6..7...67..5..2....1.8.....9...3..24..7..5,W4-JPF-1564,8,2
..........12..3..4.34..5..2....2..6....1..5...25..7..1....7.4.....8...9..83..2..7,W4-JPF-1565,3,2
..........12..3..4.35..1..2....3..4....2..3...41..5..6....7.5.....4...2..63..8..1,W4-JPF-1566,7,1
..........12..3..4.56..1..2....5..1....7..8...31..8..6....8.9.....4...3..65..2..8,W4-JPF-1567,8,2
..........12..3..4.45..1..6....7..2....6..4...54..2..3....3.8.....5...9..61..9..2,W4-JPF-1568,3,2
..........12..3..4.54..1..2....1..5....6..2...23..4..6....3.7.....8...9..46..7..5,W4-JPF-1569,4,1
..........12..3..4.43..5..1....3..5....6..7...81..2..6....4.1.....1...3..25..9..8,W4-JPF-1571,3,1
..........12..3..4.45..6..1....3..1....2..6...57..4..2....5.2.....8...9..24..7..6,W4-JPF-1572,4,1
..........12..3..4.45..6..7....7..1....6..8...24..5..3....1.2.....3...9..57..4..1,W4-JPF-1575,8,2
..........12..3..4.53..6..7....7..3....5..8...27..1..5....9.5.....4...6..31..5..2,W4-JPF-1576,3,1
..........12..3..4.35..1..6....6..2....7..6...43..2..5....2.8.....9...3..51..6..2,W4-JPF-1578,8,3
..........12..3..4.54..2..1....6..4....5..7...38..4..5....4.3.....8...9..25..1..8,W4-JPF-1579,3,3
..........12..3..4.43..5..2....6..5....5..7...34..7..6....8.2.....9...3..57..2..1,W4-JPF-1580,3,2
..........12..3..4.45..6..7....7..6....2..8...64..5..2....9.6.....4...2..51..7..3,W4-JPF-1583,3,1
..........12..3..4.53..1..2....6..7....4..1...25..7..3....7.8.....9...5..41..5..7,W4-JPF-1584,3,3
..........12..3..4.45..1..2....6..1....4..7...23..7..5....7.8.....9...3..51..4..7,W4-JPF-1585,3,3
..........12..3..4.56..1..7....2..3....8..9...71..4..2....5.6.....3...1..25..7..3,W4-JPF-1586,3,2
..........12..3..4.56..1..7....2..3....8..9...71..4..2....4.6.....3...1..25..7..3,W4-JPF-1587,3,2
..........12..3..4.35..6..7....4..1....8..2...56..2..3....9.7.....5...6..23..1..9,W4-JPF-1589,8,1
..........12..3..4.56..7..1....1..5....6..8...27..4..6....4.9.....3...7..61..5..2,W4-JPF-1591,3,2
..........12..3..4.43..5..6....6..7....4..3...54..1..2....8.2.....1...5..31..2..9,W4-JPF-1593,3,2
..........12..3..4.35..2..1....4..6....7..4...81..9..5....1.5.....3...1..49..5..2,W4-JPF-1594,3,2
..........12..3..4.43..5..2....6..7....3..4...58..4..1....1.5.....9...8..21..8..7,W4-JPF-1596,8,2
..........12..3..4.43..5..2....6..4....3..7...58..4..1....1.5.....9...8..21..8..7,W4-JPF-1597,8,2
..........12..3..4.53..6..7....7..6....2..8...65..1..2....9.6.....5...2..31..7..5,W4-JPF-1602,3,1
..........12..3..4.43..5..6....6..5....2..7...54..1..2....8.5.....4...2..31..6..9,W4-JPF-1603,3,1
..........12..3..4.45..6..7....5..6....2..8...64..1..2....9.6.....4...2..51..7..3,W4-JPF-1604,3,1
..........12..3..4.45..6..7....7..6....2..8...64..1..2....9.6.....4...2..51..7..3,W4-JPF-1605,3,1
..........12..3..4.35..1..6....6..1....7..8...63..2..9....5.9.....4...2..51..9..3,W4-JPF-1608,4,1
..........12..3..4.53..6..1....1..6....4..7...65..8..2....9.6.....5...2..31..2..8,W4-JPF-1609,3,2
..........12..3..4.43..5..6....1..2....5..7...84..6..5....9.5.....4...3..36..1..2,W4-JPF-1610,4,1
..........12..3..4.56..7..1....1..3....8..9...75..4..2....4.6.....2...7..41..5..3,W4-JPF-1611,4,2
..........12..3..4.56..2..1....1..2....7..8...35..4..9....4.3.....2...9..41..5..2,W4-JPF-1614,3,1
..........12..3..4.56..2..1....7..3....5..8...23..4..5....4.9.....6...2..67..1..3,W4-JPF-1615,4,1
..........12..3..4.56..1..2....7..4....6..8...27..5..6....9.5.....2...1..45..6..3,W4-JPF-1622,3,2
..........12..3..4.35..2..6....1..7....5..8...63..4..1....2.3.....4...9..41..5..8,W4-JPF-1624,3,2
..........12..3..4.43..5..6....7..8....3..9...56..2..3....3.2.....6...1..28..1..5,W4-JPF-1625,3,1
..........12..3..4.43..5..6....7..5....1..8...38..4..1....9.4.....6...2..25..8..3,W4-JPF-1631,4,1
..........12..3..4.35..1..6....5..3....7..6...61..2..5....4.8.....3...2..73..6..1,W4-JPF-1632,4,1
..........12..3..4.45..2..6....7..1....5..8...94..1..5....4.5.....2...3..31..5..9,W4-JPF-1633,3,1
..........12..3..4.56..2..7....8..6....5..1...64..7..2....9.3.....4...7..27..1..5,W4-JPF-1634,8,2
..........12..3..4.43..5..6....6..1....5..7...84..2..5....9.8.....4...3..36..1..2,W4-JPF-1639,4,1
..........12..3..4.56..2..1....3..4....4..7...31..6..8....6.8.....9...6..45..8..3,W4-JPF-1641,3,2
..........12..3..4.45..6..7....7..5....8..9...27..5..3....1.2.....5...4..53..2..6,W4-JPF-1644,3,2
..........12..3..4.43..5..6....6..5....2..7...58..4..2....9.5.....4...2..31..6..8,W4-JPF-1645,3,1
..........12..3..4.43..5..6....7..5....8..1...31..6..8....6.4.....9...2..65..4..3,W4-JPF-1646,4,1
..........12..3..4.43..5..6....7..5....4..8...36..2..1....6.4.....9...6..75..4..3,W4-JPF-1650,7,1
..........12..3..4.43..5..6....5..7....3..5...36..2..1....6.2.....8...1..85..4..3,W4-JPF-1652,8,1
..........12..3..4.43..5..6....7..5....2..1...36..8..2....8.4.....3...2..95..4..3,W4-JPF-1654,3,1
..........12..3..4.43..5..6....7..8....3..5...36..2..1....9.4.....6...1..58..4..3,W4-JPF-1655,4,1
..........12..3..4.43..5..6....3..7....8..5...36..7..1....9.4.....2...1..87..4..3,W4-JPF-1658,8,1
..........12..3..4.34..5..6....6..4....3..1...57..1..2....8.3.....9...5..63..4..1,W4-JPF-1662,8,2
..........12..3..4.45..6..1....1..2....7..6...34..2..8....5.3.....3...8..91..4..2,W4-JPF-1664,3,1
..........12..3..4.43..5..6....7..5....2..8...36..9..2....6.4.....5...9..59..1..3,W4-JPF-1666,8,2
..........12..3..4.54..1..6....6..1....7..8...35..4..2....5.2.....9...3..61..2..5,W4-JPF-1670,3,3
..........12..3..4.45..1..6....7..2....6..4...23..8..5....1.8.....9...3..56..2..1,W4-JPF-1672,3,2
..........12..3..4.54..6..1....1..7....2..8...65..4..2....3.9.....4...6..31..2..5,W4-JPF-1674,4,2
..........12..3..4.53..1..6....7..4....4..1...65..2..3....2.8.....9...5..41..5..2,W4-JPF-1676,8,3
..........12..3..4.53..1..6....7..6....6..1...45..2..3....2.8.....9...5..61..5..2,W4-JPF-1677,8,3
